country,sku,elasticity_raw,se,days,promo_days,elasticity,method
ES,VV-VITA-286,0.43726551406225733,0.6674520059896674,331,33,-0.886087632135011,estimated
ES,VV-VITA-287,-3.7922435462798507,1.5038878759743408,300,21,-2.413843567744432,estimated
ES,VV-VITA-295,-0.032005149097109074,1.2436379824459576,265,9,-1.6949258164578596,estimated
ES,VV-VITA-297,3.0584554503907975,2.1841389341733772,146,4,-1.7257792461278878,estimated
ES,VV-VITA-298,-3.5686725786764146,1.038399369083899,363,6,-2.554956336419851,estimated
ES,VV-VITA-301,-0.0895886058428024,1.0281307080686273,173,15,-1.560094315507353,estimated
ES,VV-VITA-303,-1.460659807507738,1.4944108455108849,322,18,-2.04256430503026,estimated
ES,VV-VITA-304,-3.406829097241669,1.257035081554422,287,3,-2.4202136830881082,estimated
ES,VV-VITA-307,-1.6656668865841364,1.7259469468579332,361,5,-2.0925977607672896,estimated
ES,VV-VITA-308,-3.297770123969454,2.4412456128562487,179,11,-2.2302025965117007,estimated
ES,VV-VITA-31,0.301805929278251,1.1740119473233321,238,22,-1.5732179465516796,estimated
ES,VV-VITA-310,-1.9901105913020631,1.0605046861630572,284,13,-2.108744064397534,estimated
ES,VV-VITA-311,-1.3937100696918063,1.1341785445115484,300,10,-1.9644251545210807,estimated
ES,VV-VITA-313,-3.210536912464468,1.4278207211054694,309,8,-2.336679781079433,estimated
ES,VV-VITA-314,-2.403398964286392,0.5382435188825107,366,28,-2.302454060818695,estimated
ES,VV-VITA-316,-1.5636282058688102,1.0628294677869112,286,3,-1.991946691915376,estimated
ES,VV-VITA-317,-4.0957891152554655,1.0753567377706117,345,1,-2.6772478330863727,estimated
ES,VV-VITA-318,-1.8198520468375015,1.5657770245813465,235,11,-2.104254202447711,estimated
ES,VV-VITA-319,-3.441341200594391,1.7089806225628306,204,13,-2.317909518736099,estimated
ES,VV-VITA-320,-2.901024004975619,0.6067449444222044,355,149,-2.554939703001444,estimated
ES,VV-VITA-320-V,-0.43754937457283416,1.4677304768075952,146,12,-1.8699951689035013,estimated
ES,VV-VITA-326,-0.9201465700907431,1.4532486404681368,317,17,-1.9463906402454751,estimated
ES,VV-VITA-329,-2.4956259297539907,0.9930860903032815,319,22,-2.2570101063794716,estimated
ES,VV-VITA-331,-1.608523652414182,1.6915472062735197,132,12,-2.0829946310279364,estimated
ES,VV-VITA-333,-1.8584776851185076,1.4877248346677923,246,11,-2.106028729145268,estimated
ES,VV-VITA-338,-1.3781759877876578,1.4284532145503357,230,17,-2.0196088188625647,estimated
ES,VV-VITA-339,-4.3627633188694235,1.4329400536989476,357,23,-2.533864445880126,estimated
ES,VV-VITA-340,-1.6460860566146074,1.1580466098929607,288,16,-2.031207665422445,estimated
ES,VV-VITA-341,-4.205605980268773,1.34383846376778,318,17,-2.54594764410994,estimated
ES,VV-VITA-342,-1.4612780350484624,0.9676654900358319,134,8,-1.9369666686145455,estimated
ES,VV-VITA-344,-6.2091558682234345,1.0132948031460236,209,4,-3.3444114172772474,estimated
ES,VV-VITA-345,-2.4716626948475753,1.2197169478107763,234,17,-2.2246219221437302,estimated
ES,VV-VITA-346,-2.684620942193498,0.9607677717201525,291,4,-2.3215911889173566,estimated
ES,VV-VITA-348,-0.8906227065022447,1.6707360636510928,155,11,-1.9862563981068122,estimated
ES,VV-VITA-349,-0.31131207456285626,1.2648117925515738,210,9,-1.7657691206818018,estimated
ES,VV-VITA-351,-0.9477866650060989,2.0737540824524405,125,6,-2.0448897261564567,estimated
ES,VV-VITA-352,0.08876294712240662,2.3726525809390133,158,13,-1.9957410701982252,estimated
ES,VV-VITA-354,-6.426434530218304,1.6234239500814236,215,23,-2.7491873731492253,estimated
ES,VV-VITA-355,-1.4609357993084342,1.0385805309789173,366,29,-1.9573583649439243,estimated
ES,VV-VITA-356,-2.5145532487630247,0.6022547535056056,365,30,-2.348788794795559,estimated
ES,VV-VITA-359,-1.7799529733109574,1.067371197591065,174,7,-2.0518954850712423,estimated
